,1,2,3,4,5,6,7,8
korea,0,0,0,0.007863696,0,0,0,0
koreans,0,0,0,0.003931848,0,0,0,0
leadership,0,0,0,0.003931848,0,0,0,0
leading,0,0,0,0.003931848,0,0,0,0
left,0,0,0,0.003931848,0,0,0,0
less,0,0,0,0.003931848,0,0,0,0
lid,0,0,0,0.003931848,0,0,0,0
limitations,0,0,0,0.003931848,0,0,0,0
little,0,0,0,0.003931848,0,0,0,0
living,0,0,0,0.003931848,0,0,0,0
losing,0,0,0,0.007863696,0,0,0,0
lost,0,0,0,0.003931848,0,0,0,0
major,0,0,0,0.003931848,0,0,0,0
material,0,0,0,0.003931848,0,0,0,0
materials,0,0,0,0.003931848,0,0,0,0
measure,0,0,0,0.003931848,0,0,0,0
meeting,0,0,0,0.003931848,0,0,0,0
members,0,0,0,0.003931848,0,0,0,0
middle,0,0,0,0.007863696,0,0,0,0
misguided,0,0,0,0.003931848,0,0,0,0
mistake,0,0,0,0.003931848,0,0,0,0
model,0,0,0,0.003931848,0,0,0,0
monitored,0,0,0,0.003931848,0,0,0,0
monitoring,0,0,0,0.007863696,0,0,0,0
monitors,0,0,0,0.003931848,0,0,0,0
multilateral,0,0,0,0.003931848,0,0,0,0
must,0,0,0,0.003931848,0,0,0,0
nations,0,0,0,0.003931848,0,0,0,0
necessary,0,0,0,0.003931848,0,0,0,0
negotiated,0,0,0,0.011795544,0,0,0,0
neighbors,0,0,0,0.003931848,0,0,0,0
north,0,0,0,0.011795544,0,0,0,0
nuclear,0,0,0,0.047182176,0,0,0,0
nucleararmed,0,0,0,0.003931848,0,0,0,0
obtaining,0,0,0,0.011795544,0,0,0,0
odds,0,0,0,0.003931848,0,0,0,0
outcome,0,0,0,0.003931848,0,0,0,0
party,0,0,0,0.003931848,0,0,0,0
permanent,0,0,0,0.007863696,0,0,0,0
plan,0,0,0,0.003931848,0,0,0,0
plutonium,0,0,0,0.003931848,0,0,0,0
point,0,0,0,0.003931848,0,0,0,0
pose,0,0,0,0.003931848,0,0,0,0
potential,0,0,0,0.007863696,0,0,0,0
powers,0,0,0,0.003931848,0,0,0,0
precisely,0,0,0,0.007863696,0,0,0,0
prevent,0,0,0,0.007863696,0,0,0,0
principled,0,0,0,0.007863696,0,0,0,0
priorities,0,0,0,0.003931848,0,0,0,0
problems,0,0,0,0.003931848,0,0,0,0
produce,0,0,0,0.003931848,0,0,0,0
produced,0,0,0,0.003931848,0,0,0,0
professionals,0,0,0,0.003931848,0,0,0,0
program,0,0,0,0.023591088,0,0,0,0
prohibition,0,0,0,0.003931848,0,0,0,0
proven,0,0,0,0.003931848,0,0,0,0
provisions,0,0,0,0.003931848,0,0,0,0
purpose,0,0,0,0.003931848,0,0,0,0
pursuing,0,0,0,0.003931848,0,0,0,0
put,0,0,0,0.015727392,0,0,0,0
race,0,0,0,0.003931848,0,0,0,0
rapidly,0,0,0,0.003931848,0,0,0,0
raw,0,0,0,0.003931848,0,0,0,0
reached,0,0,0,0.003931848,0,0,0,0
reactor,0,0,0,0.003931848,0,0,0,0
reason,0,0,0,0.003931848,0,0,0,0
regime,0,0,0,0.015727392,0,0,0,0
region,0,0,0,0.003931848,0,0,0,0
rely,0,0,0,0.007863696,0,0,0,0
removed,0,0,0,0.003931848,0,0,0,0
reported,0,0,0,0.003931848,0,0,0,0
resolution,0,0,0,0.003931848,0,0,0,0
responsibilities,0,0,0,0.007863696,0,0,0,0
responsible,0,0,0,0.003931848,0,0,0,0
restrictions,0,0,0,0.003931848,0,0,0,0
results,0,0,0,0.003931848,0,0,0,0
review,0,0,0,0.003931848,0,0,0,0
risk,0,0,0,0.007863696,0,0,0,0
risks,0,0,0,0.007863696,0,0,0,0
rolled,0,0,0,0.003931848,0,0,0,0
rolling,0,0,0,0.003931848,0,0,0,0
rooted,0,0,0,0.003931848,0,0,0,0
rooting,0,0,0,0.003931848,0,0,0,0
russia,0,0,0,0.003931848,0,0,0,0
safer,0,0,0,0.003931848,0,0,0,0
sanctions,0,0,0,0.003931848,0,0,0,0
scientists,0,0,0,0.003931848,0,0,0,0
second,0,0,0,0.003931848,0,0,0,0
secretary,0,0,0,0.003931848,0,0,0,0
secure,0,0,0,0.007863696,0,0,0,0
security,0,0,0,0.011795544,0,0,0,0
serious,0,0,0,0.003931848,0,0,0,0
several,0,0,0,0.003931848,0,0,0,0
should,0,0,0,0.003709142,0,0.012522456,0,0.023583958
significantly,0,0,0,0.003931848,0,0,0,0
simply,0,0,0,0.003931848,0,0,0,0
since,0,0,0,0.007863696,0,0,0,0
solve,0,0,0,0.003931848,0,0,0,0
speak,0,0,0,0.003931848,0,0,0,0
spread,0,0,0,0.003931848,0,0,0,0
states,0,0,0,0.01965924,0,0,0,0
steadily,0,0,0,0.003931848,0,0,0,0
stockpile,0,0,0,0.003931848,0,0,0,0
strengthened,0,0,0,0.003931848,0,0,0,0
strict,0,0,0,0.007863696,0,0,0,0
strictly,0,0,0,0.003931848,0,0,0,0
strong,0,0,0,0.007863696,0,0,0,0
succeed,0,0,0,0.003931848,0,0,0,0
supply,0,0,0,0.003931848,0,0,0,0
support,0,0,0,0.005242464,0,0,0,0.033333333
sustain,0,0,0,0.003931848,0,0,0,0
ten,0,0,0,0.003931848,0,0,0,0
terrorism,0,0,0,0.003931848,0,0,0,0
thanks,0,0,0,0.002621232,0,0.017699115,0,0
third,0,0,0,0.003931848,0,0,0,0
threat,0,0,0,0.003931848,0,0,0,0
threaten,0,0,0,0.003931848,0,0,0,0
threats,0,0,0,0.003931848,0,0,0,0
todays,0,0,0,0.003931848,0,0,0,0
toward,0,0,0,0.003931848,0,0,0,0
trigger,0,0,0,0.003931848,0,0,0,0
troubling,0,0,0,0.003931848,0,0,0,0
trust,0,0,0,0.003931848,0,0,0,0
turns,0,0,0,0.003931848,0,0,0,0
twenty,0,0,0,0.003931848,0,0,0,0
twentyfive,0,0,0,0.003931848,0,0,0,0
twothirds,0,0,0,0.003931848,0,0,0,0
unacceptable,0,0,0,0.003931848,0,0,0,0
unanimously,0,0,0,0.003931848,0,0,0,0
unconstrained,0,0,0,0.003931848,0,0,0,0
unifying,0,0,0,0.003931848,0,0,0,0
union,0,0,0,0.003931848,0,0,0,0
united,0,0,0,0.027522936,0,0,0,0
unity,0,0,0,0.003931848,0,0,0,0
until,0,0,0,0.003931848,0,0,0,0
uranium,0,0,0,0.003931848,0,0,0,0
verification,0,0,0,0.007863696,0,0,0,0
verifying,0,0,0,0.003931848,0,0,0,0
view,0,0,0,0.007863696,0,0,0,0
violation,0,0,0,0.003931848,0,0,0,0
walking,0,0,0,0.007863696,0,0,0,0
war,0,0,0,0.011795544,0,0,0,0
weakened,0,0,0,0.003931848,0,0,0,0
weapon,0,0,0,0.011795544,0,0,0,0
weapons,0,0,0,0.003931848,0,0,0,0
weaponsgrade,0,0,0,0.003931848,0,0,0,0
without,0,0,0,0.015727392,0,0,0,0
wont,0,0,0,0.003931848,0,0,0,0
worlds,0,0,0,0.007863696,0,0,0,0
would,0,0,0,0.003931848,0,0,0,0
challenges,0,0,0,0,0.057692308,0,0,0
chicagotheyve,0,0,0,0,0.057692308,0,0,0
collaborated,0,0,0,0,0.057692308,0,0,0
communities,0,0,0,0,0.057692308,0,0,0
couldnt,0,0,0,0,0.057692308,0,0,0
excited,0,0,0,0,0.057692308,0,0,0
greatest,0,0,0,0,0.057692308,0,0,0
hometown,0,0,0,0,0.057692308,0,0,0
impressed,0,0,0,0,0.057692308,0,0,0
india,0,0,0,0,0.057692308,0,0,0
people,0,0,0,0,0.038461538,0,0,0.033333333
salvador,0,0,0,0,0.057692308,0,0,0
solving,0,0,0,0,0.057692308,0,0,0
team,0,0,0,0,0.057692308,0,0,0
towards,0,0,0,0,0.057692308,0,0,0
unique,0,0,0,0,0.057692308,0,0,0
ways,0,0,0,0,0.057692308,0,0,0
worldfrom,0,0,0,0,0.057692308,0,0,0
young,0,0,0,0,0.02721226,0.037567367,0,0.047167917
alliance,0,0,0,0,0,0.026548673,0,0
ask,0,0,0,0,0,0.026548673,0,0
balcony,0,0,0,0,0,0.026548673,0,0
brothers,0,0,0,0,0,0.017699115,0,0.033333333
congressman,0,0,0,0,0,0.026548673,0,0
conversation,0,0,0,0,0,0.026548673,0,0
courage,0,0,0,0,0,0.026548673,0,0
experiences,0,0,0,0,0,0.026548673,0,0
fairness,0,0,0,0,0,0.026548673,0,0
generation,0,0,0,0,0,0.026548673,0,0
group,0,0,0,0,0,0.026548673,0,0
hard,0,0,0,0,0,0.017699115,0,0.033333333
hotel,0,0,0,0,0,0.026548673,0,0
hours,0,0,0,0,0,0.026548673,0,0
john,0,0,0,0,0,0.079646018,0,0
justice,0,0,0,0,0,0.026548673,0,0
keeper,0,0,0,0,0,0.017699115,0,0.033333333
killed,0,0,0,0,0,0.026548673,0,0
king,0,0,0,0,0,0.026548673,0,0
kings,0,0,0,0,0,0.026548673,0,0
knows,0,0,0,0,0,0.026548673,0,0
lecture,0,0,0,0,0,0.026548673,0,0
lewis,0,0,0,0,0,0.026548673,0,0
luther,0,0,0,0,0,0.026548673,0,0
martin,0,0,0,0,0,0.026548673,0,0
memphis,0,0,0,0,0,0.026548673,0,0
men,0,0,0,0,0,0.053097345,0,0.033333333
moral,0,0,0,0,0,0.026548673,0,0
nonviolence,0,0,0,0,0,0.026548673,0,0
participating,0,0,0,0,0,0.026548673,0,0
questions,0,0,0,0,0,0.026548673,0,0
reflected,0,0,0,0,0,0.026548673,0,0
remarkable,0,0,0,0,0,0.026548673,0,0
required,0,0,0,0,0,0.026548673,0,0
right,0,0,0,0,0,0.026548673,0,0
roundtable,0,0,0,0,0,0.026548673,0,0
spent,0,0,0,0,0,0.026548673,0,0
stand,0,0,0,0,0,0.026548673,0,0
teaching,0,0,0,0,0,0.026548673,0,0
teachings,0,0,0,0,0,0.026548673,0,0
three,0,0,0,0,0,0.026548673,0,0
urgency,0,0,0,0,0,0.026548673,0,0
washington,0,0,0,0,0,0.026548673,0,0
week,0,0,0,0,0,0.026548673,0,0
werent,0,0,0,0,0,0.026548673,0,0
wrong,0,0,0,0,0,0.026548673,0,0
boys,0,0,0,0,0,0,0,0.05
color,0,0,0,0,0,0,0,0.05
continuing,0,0,0,0,0,0,0,0.05
dreams,0,0,0,0,0,0,0,0.05
four,0,0,0,0,0,0,0,0.05
guidance,0,0,0,0,0,0,0,0.05
help,0,0,0,0,0,0,0,0.05
invested,0,0,0,0,0,0,0,0.05
journey,0,0,0,0,0,0,0,0.05
make,0,0,0,0,0,0,0,0.05
rest,0,0,0,0,0,0,0,0.05
sure,0,0,0,0,0,0,0,0.05
task,0,0,0,0,0,0,0,0.05
